No,B,V,mas,T
32105,8.387,7.677,30.29,5300
32106,7.868,7.328,22.50,5940
32107,8.937,8.538,5.46,7300
32108,9.069,8.496,11.17,5940
32109,10.020,9.524,5.75,6900
32110,10.038,9.390,14.44,5900
32111,7.563,7.538,4.32,9980
32112,8.861,8.170,14.84,5700
32113,10.354,9.623,14.17,5500
32114,10.605,9.843,8.97,5310
32115,8.744,8.364,5.01,7350
32116,9.720,9.274,3.94,7000
32117,8.284,7.192,6.40,4310
32118,8.118,7.935,4.28,9380
32119,7.723,6.138,4.51,3600
32120,6.857,6.189,52.97,5560
32121,7.250,6.756,13.18,6500
32122,8.904,8.762,6.73,9980
32123,8.520,8.140,6.73,6370
32124,7.322,7.222,6.01,9790
32125,8.671,7.658,3.85,4800
32126,7.947,7.484,11.57,6900
32127,10.439,9.833,8.14,5370
32128,6.618,6.179,19.13,6800
32129,7.008,6.993,6.55,9790
32130,8.475,7.889,8.23,5750
32131,6.573,6.526,8.40,9790
32132,11.038,10.987,131.80,9980
32133,11.013,10.352,111.50,5370
32134,6.612,5.405,18.75,4250
32135,9.123,8.340,22.70,5310
32136,9.354,8.630,22.30,4930
32137,10.454,9.642,17.40,5500
32138,9.270,8.520,7.05,5500
32139,8.093,7.439,20.00,5370
32140,10.090,9.482,6.69,5940
32141,8.703,8.185,11.89,6650
32142,8.164,7.671,6.71,6500
32143,9.059,8.432,17.85,5700
32144,9.930,9.342,6.30,5940
32145,7.058,6.953,7.42,9790
32146,10.435,9.904,6.98,5370
32147,9.350,8.741,13.36,5940
32148,9.472,9.406,31.10,9980
32149,8.569,8.029,10.25,6650
32150,6.256,5.809,27.36,6650
32151,9.125,8.621,11.76,6370
32152,6.262,5.388,41.40,5150
32153,8.095,7.750,9.53,7000
32154,8.812,8.123,18.37,5650
32155,8.451,6.860,2.60,4050
32156,8.314,7.997,5.34,7460
32157,8.715,8.064,10.13,5790
32158,8.387,8.265,4.84,9000
32159,8.567,7.982,21.20,5790
32160,9.579,9.128,9.07,6370
32161,7.727,7.540,7.78,9000
32162,7.231,7.109,7.63,9500
32163,9.857,9.192,6.38,5700
32164,8.354,8.373,4.48,10500
32165,7.647,7.635,2.80,9980
32166,9.619,9.005,10.82,5700
32167,8.038,7.684,12.11,7300
32168,4.910,5.068,6.53,19000
32169,8.199,7.833,6.61,7300
32170,8.654,8.223,4.28,6900
32171,7.034,6.959,6.03,9980
32172,8.114,7.769,4.76,8000
32173,8.210,7.852,9.47,6900
32174,8.989,8.250,20.89,5310
32175,6.677,6.532,4.98,8600
32176,8.854,8.347,11.43,6200
32177,7.987,7.460,11.84,6370
32178,9.866,9.331,6.86,5750
32179,9.810,9.185,13.59,5560
32180,7.480,7.105,10.75,7460
32181,8.538,7.772,18.70,5560
32182,7.915,7.684,8.72,8610
32183,9.753,9.142,16.56,5560
32184,6.793,6.252,42.59,6250
32185,8.192,8.251,3.33,9980
32186,9.465,8.814,14.17,5560
32187,8.956,8.284,10.05,5650
32188,8.781,8.203,14.98,5940
32189,9.345,8.772,5.82,6250
32190,7.440,7.151,10.47,7500
32191,7.191,7.171,4.19,9980
32192,9.282,8.673,10.77,5900
32193,7.482,6.986,11.01,6370
32194,9.609,8.895,11.40,5560
32195,7.163,6.460,17.12,5700
32196,8.154,7.665,5.78,6000
32197,7.735,7.328,6.55,7030
32198,10.394,9.602,15.90,4800
32199,9.381,9.027,6.32,7460
32200,9.489,8.928,11.11,5940
32201,8.312,7.241,5.13,4660
32202,8.595,7.642,7.67,4660
32203,8.378,7.433,4.88,4550
32204,8.791,8.114,16.78,5560
32205,8.060,7.520,19.40,6200
32206,7.705,7.131,24.71,5750
32207,8.666,8.229,8.76,6650
32208,9.010,7.972,5.65,4310
32209,7.958,7.387,22.21,5370
32210,9.743,8.927,16.37,5150
32211,9.921,9.234,9.68,5500
32212,9.420,8.904,8.86,6200
32213,7.861,7.498,4.84,7460
32214,4.357,4.394,10.06,10500
32215,9.223,8.812,7.67,7000
32216,10.293,9.526,13.94,5560
32217,10.611,10.100,12.11,6950
32218,7.993,6.459,5.76,4050
32219,8.114,7.590,14.32,6250
32220,9.317,8.053,5.92,4390
32221,7.639,7.178,18.48,6650
32222,11.232,10.659,151.19,5370
32223,8.079,8.076,3.81,9980
32224,7.798,6.952,8.25,4550
32225,9.098,9.036,6.40,9980
32226,9.317,8.899,6.13,6800
32227,8.154,7.114,4.98,4800
32228,8.675,8.267,8.27,7300
32229,8.810,8.460,7.46,7300
32230,9.822,9.317,7.15,5370
32231,9.102,8.248,14.72,5150
32232,7.232,7.263,5.96,10500
32233,4.797,4.933,3.56,19000
32234,7.833,7.448,13.47,7300
32235,9.800,9.126,7.88,5940
32236,8.420,7.625,41.11,4550
32237,7.826,7.653,4.17,9380
32238,8.407,8.053,8.03,7460
32239,8.904,8.164,4.88,4930
32240,8.939,7.928,13.06,4500
32241,9.892,9.128,18.15,5310
32242,8.376,8.149,2.80,8150
32243,9.100,8.383,25.93,5500
32244,7.434,7.105,4.40,7300
32245,10.800,10.458,145.00,7350
32246,9.229,8.600,10.63,5700
32247,6.894,6.488,22.04,6650
32248,9.637,8.744,35.70,4800
32249,8.951,8.373,5.55,6650
32250,7.823,7.775,3.17,10500
32251,7.932,6.910,5.36,4660
32252,7.126,6.599,17.53,6200
32253,7.653,7.765,3.45,11100
32254,7.166,6.997,7.32,8400
32255,8.434,8.086,4.48,7300
32256,7.901,7.520,5.71,7030
32257,8.253,7.250,5.38,4800
32258,9.373,8.822,8.96,6200
32259,8.727,8.213,6.36,6650
32260,8.543,8.000,14.43,5790
32261,8.486,8.036,10.53,6370
32262,8.303,7.874,12.90,7030
32263,8.083,7.806,5.13,8610
32264,9.477,9.001,5.32,6370
32265,7.935,7.501,14.35,6370
32266,7.710,7.605,5.26,9790
32267,7.531,7.155,6.09,7460
32268,9.732,9.284,4.69,6800
32269,7.125,6.235,6.38,4550
32270,8.187,7.328,48.52,4800
32271,9.230,8.760,10.92,6650
32272,9.388,8.814,12.14,6200
32273,7.945,7.514,14.43,6650
32274,7.987,7.565,13.50,7030
32275,9.413,8.767,9.43,5940
32276,7.565,7.103,7.01,6800
32277,9.991,9.465,8.48,5940
32278,8.607,8.166,12.93,6650
32279,8.546,8.538,4.30,9790
32280,8.774,8.335,8.86,6900
32281,10.649,10.055,7.80,5750
32282,8.770,8.272,10.60,6200
32283,9.309,8.744,5.32,6250
32284,8.253,7.752,15.09,6500
32285,9.876,9.241,6.86,5940
32286,6.236,5.703,20.69,6650
32287,7.699,7.560,7.53,9980
32288,7.747,7.704,3.90,10500
32289,10.234,9.418,13.67,5310
32290,9.107,8.177,5.76,4800
32291,8.432,8.180,5.57,8180
32292,8.817,8.428,4.67,7000
32293,11.177,10.597,122.00,5750
32294,7.553,7.091,16.21,6370
32295,9.626,8.836,39.79,4550
32296,5.801,5.906,2.76,12500
32297,10.135,9.508,12.18,5700
32298,9.095,8.524,9.88,6200
32299,9.873,9.050,24.26,4310
32300,11.446,11.236,211.19,8150
32301,10.232,9.411,9.81,5500
32302,9.376,8.744,11.47,5790
32303,11.496,11.170,198.69,7460
32304,9.607,9.137,9.15,6650
32305,8.019,7.617,10.02,7460
32306,8.102,7.294,4.40,4930
32307,7.423,6.197,9.19,4390
32308,6.330,5.836,35.56,6650
32309,7.186,6.033,7.92,4500
32310,7.864,7.426,12.47,7030
32311,8.687,7.652,5.07,4660
32312,11.958,10.692,19.60,4000
32313,6.980,6.916,5.30,9790
32314,9.812,9.059,20.09,5310
32315,10.312,9.786,65.00,5750
32316,8.314,7.908,8.21,6900
32317,8.289,7.728,12.68,6250
32318,11.434,10.940,218.50,5750
32319,8.039,7.958,4.34,9980
32320,8.131,8.012,3.75,9380
32321,10.425,9.758,10.93,5560
32322,8.062,8.012,3.97,9980
32323,9.177,8.515,17.29,5700
32324,9.340,8.437,32.04,4830
32325,4.934,4.822,4.38,8500
32326,8.168,7.798,4.78,7460
32327,10.331,9.473,23.45,4830
32328,7.488,7.160,10.57,7460
32329,9.392,8.664,27.31,5310
32330,7.782,7.653,8.25,9000
32331,7.785,7.755,3.05,9980
32332,4.408,4.272,21.36,8600
32333,8.418,7.438,5.69,4550
32334,8.916,8.255,11.84,5700
32335,7.630,6.664,4.09,4550
32336,7.344,5.801,5.69,4050
32337,9.251,8.531,17.25,5560
32338,7.745,6.467,6.80,4390
32339,7.356,6.896,17.72,6650
32340,8.711,8.626,4.21,9380
32341,7.584,7.099,21.70,6370
32342,7.866,6.921,7.51,4390
32343,10.342,9.472,21.26,5150
32344,8.722,8.725,3.25,9980
32345,12.670,11.262,37.54,3840
32346,9.076,8.673,8.14,7030
32347,10.031,9.409,9.18,5370
32348,7.281,7.098,6.92,8000
32349,9.015,8.446,13.14,5900
32350,9.795,9.057,7.63,5560
32351,9.123,8.270,7.78,5310
32352,8.718,7.770,50.38,4830
32353,7.454,7.353,5.88,9790
32354,6.462,6.468,3.38,9790
32355,8.843,8.399,9.77,6250
32356,8.239,7.125,5.34,4660
32357,8.687,7.993,14.85,5650
32358,8.406,7.696,16.07,5650
32359,9.479,8.998,8.14,6900
32360,8.125,7.571,16.01,6500
32361,5.390,5.192,9.84,7600
32362,10.083,9.329,13.36,5500
32363,11.046,10.468,104.00,5750
32364,5.020,4.940,21.10,9000
32365,9.281,8.515,7.78,4930
32366,8.631,8.201,4.82,7300
32367,6.813,6.844,8.06,9980
32368,6.406,6.085,13.47,7300
32369,9.748,9.281,9.03,6800
32370,11.539,10.175,49.04,4000
32371,5.111,4.946,24.17,9000
32372,9.149,8.604,10.57,6500
32373,7.065,6.901,5.73,8600
32374,9.741,9.125,17.84,4930
32375,8.451,8.281,4.34,8180
32376,10.031,8.987,5.55,4500
32377,9.248,8.822,6.15,7030
32378,7.196,7.271,3.46,10500
32379,7.045,7.034,6.03,9980
32380,9.017,8.381,8.77,5700
32381,6.888,6.864,4.86,10500
32382,8.388,7.894,14.69,6150
32383,9.597,9.081,9.05,6200
32384,9.027,8.001,2.70,4800
32385,7.289,6.907,15.13,6900
32386,8.845,7.269,2.34,3620
32387,11.774,10.923,277.89,4550
32388,8.847,7.831,5.26,4660
32389,8.376,7.431,3.72,4800
32390,8.435,7.854,12.69,6370
32391,8.767,8.225,15.26,5940
32392,6.625,5.699,10.67,4660
32393,7.789,7.302,16.87,5750
32394,7.081,6.856,4.40,8400
32395,9.409,8.791,7.76,5900
32396,8.694,8.270,9.35,6900
32397,9.649,9.034,10.39,5750
32398,7.276,6.809,7.65,6650
32399,7.508,7.313,8.14,9380
32400,8.293,7.748,8.31,6370
32401,9.276,8.826,9.38,7000
32402,8.243,7.656,13.78,6250
32403,8.364,7.474,4.50,4550
32404,7.125,6.859,13.14,7460
32405,11.310,10.703,11.36,5750
32406,8.725,7.782,12.61,4800
32407,10.100,9.390,8.09,5700
32408,6.314,5.866,29.00,6650
32409,7.302,6.439,14.64,5310
32410,10.569,9.708,15.82,5310
32411,9.359,8.984,5.13,7350
32412,9.119,8.522,13.02,5750
32413,7.176,6.114,10.82,4500
32414,8.189,7.189,6.17,4700
32415,6.307,6.298,6.67,10500
32416,7.500,7.156,5.03,6300
32417,6.939,6.539,23.26,7000
32418,6.367,6.459,2.65,13000
32419,8.352,7.861,12.36,6500
32420,7.160,7.086,4.42,9980
32421,8.663,7.102,2.54,4050
32422,8.973,8.395,17.15,5650
32423,9.156,8.453,22.72,5560
32424,7.153,7.190,3.85,9980
32425,9.871,9.086,20.95,5250
32426,6.239,5.296,6.86,4800
32427,7.455,7.019,19.07,6900
32428,9.852,9.260,13.19,5370
32429,6.910,6.907,4.63,9980
32430,6.881,5.250,3.22,4050
32431,10.861,9.704,21.34,4100
32432,9.359,8.626,22.77,5310
32433,8.152,8.029,6.90,9980
32434,6.809,6.486,15.10,7030
32435,9.020,8.562,5.53,6370
32436,7.116,7.127,3.20,11100
32437,8.253,8.081,6.30,9380
32438,9.996,9.352,9.50,5560
32439,8.796,8.319,8.30,6900
32440,9.798,8.618,4.17,4500
32441,8.734,8.656,5.82,9790
32442,6.491,6.553,3.50,9980
32443,6.519,5.910,56.95,5700
32444,9.251,8.805,7.44,6370
32445,8.708,7.688,11.14,4310
32446,8.680,8.206,8.92,5750
32447,7.170,6.682,16.34,6650
32448,9.145,8.369,11.64,4930
32449,9.477,8.861,10.38,5900
32450,9.260,8.659,7.13,5750
32451,7.888,7.342,16.02,5750
32452,9.199,8.689,7.19,5750
32453,8.902,8.515,9.30,7460
32454,6.852,5.852,9.27,4800
32455,4.525,3.572,30.39,4900
32456,8.234,7.758,7.17,6650
32457,7.834,7.261,27.27,6500
32458,9.201,8.048,6.30,4390
32459,7.729,7.625,2.23,9980
32460,8.800,7.679,6.51,4390
32461,6.836,6.979,3.01,20900
32462,7.505,7.559,6.09,10500
32463,7.765,7.565,5.63,8400
32464,5.934,5.890,11.21,9000
32465,8.668,8.579,4.25,9980
32466,9.512,9.024,6.34,5750
32467,9.673,9.062,5.53,6200
32468,9.348,8.914,7.40,7300
32469,5.632,5.566,16.76,9000
32470,7.967,6.931,4.57,4660
32471,10.006,9.197,9.17,5300
32472,10.171,9.579,6.84,5370
32473,8.041,7.442,11.18,6250
32474,8.100,7.673,13.34,6650
32475,6.617,6.592,8.22,9790
32476,8.270,7.775,11.31,6200
32477,8.555,7.528,3.24,4310
32478,8.782,8.321,10.13,6650
32479,9.300,8.835,8.47,6650
32480,8.239,6.612,4.01,3540
32481,7.096,7.105,6.96,9980
32482,8.276,7.835,7.76,6370
32483,7.931,6.295,4.80,3600
32484,8.585,7.459,5.57,4500
32485,8.531,7.538,4.69,4660
32486,7.647,7.341,11.23,7300
32487,7.320,6.274,7.57,4660
32488,10.378,9.598,9.35,5310
32489,8.222,8.029,4.59,9000
32490,8.383,7.913,10.93,5750
32491,8.616,7.574,6.51,4500
32492,6.611,6.120,33.65,6650
32493,8.746,8.265,9.17,6900
32494,9.100,8.970,3.99,9980
32495,7.789,7.777,2.75,10500
32496,9.810,9.338,5.03,7030
32497,7.178,6.841,7.88,7350
32498,8.203,7.793,9.72,7300
32499,9.232,8.791,10.72,6900
32500,7.828,6.208,4.21,3600
32501,8.822,8.444,8.23,7460
32502,8.055,8.050,4.30,9980
32503,8.029,7.557,15.43,5750
32504,9.899,8.729,55.97,4410
32505,7.756,7.336,13.38,6900
32506,8.878,8.187,20.88,5700
32507,7.138,6.044,8.14,4660
32508,7.787,7.186,23.29,5790
32509,9.581,8.979,16.59,5790
32510,7.598,7.465,7.26,9000
32511,10.517,9.897,11.31,5900
32512,6.590,6.589,5.05,9980
32513,9.345,8.685,10.19,5370
32514,8.772,8.251,9.48,6200
32515,6.399,6.480,2.46,10500
32516,9.649,9.029,11.43,5370
32517,7.510,7.241,7.67,7350
32518,6.276,5.947,11.10,8610
32519,8.906,8.274,19.22,4930
32520,9.470,8.458,5.03,4800
32521,8.472,7.997,8.02,6650
32522,7.336,6.763,12.57,6250
32523,11.041,9.958,23.94,4100
32524,9.302,8.321,9.85,5310
32525,7.105,6.163,6.15,4800
32526,9.756,9.140,9.96,5370
32527,7.387,5.822,7.13,4050
32528,9.145,8.395,25.87,5310
32529,10.793,10.125,10.02,4970
32530,8.201,6.645,5.42,4050
32531,8.786,8.425,6.23,7460
32532,8.394,8.277,5.69,9980
32533,8.982,8.451,10.17,6200
32534,4.719,4.752,11.64,10500
32535,6.997,7.061,3.27,10500
32536,10.064,9.293,6.57,5300
32537,7.559,7.631,3.83,11400
32538,10.598,9.840,11.55,5310
32539,7.802,6.465,7.26,4250
32540,7.897,7.869,6.25,9790
32541,8.329,7.798,12.28,5940
32542,9.180,8.734,6.65,6900
32543,8.696,7.725,4.11,4660
32544,8.838,7.750,5.57,4660
32545,7.442,7.301,6.36,8600
32546,7.264,5.689,4.36,4050
32547,8.112,7.669,10.52,6900
32548,9.312,8.633,13.93,5700
32549,7.835,7.842,4.76,9980
32550,9.163,8.491,13.88,5650
32551,6.629,6.592,8.77,9980
32552,9.086,8.618,9.56,6500
32553,8.607,6.927,2.64,3690
32554,11.720,10.732,13.72,4250
32555,9.241,8.822,7.86,7300
32556,6.984,6.499,22.42,6500
32557,7.323,7.309,5.13,10500
32558,8.763,7.736,4.51,5310
32559,8.222,7.801,9.64,7300
32560,7.467,6.907,18.93,6250
32561,8.750,8.109,23.29,5370
32562,8.543,8.109,8.60,6900
32563,9.392,8.932,7.17,6370
32564,9.194,8.498,19.46,5560
32565,8.364,7.863,8.48,6650
32566,8.319,8.305,3.38,9980
32567,6.824,6.250,30.65,5790
32568,7.625,7.593,6.73,9500
32569,10.171,9.548,6.07,5940
32570,9.932,9.279,15.26,5700
32571,8.378,8.041,9.81,8000
32572,8.383,7.429,5.17,4700
32573,10.112,9.631,4.15,5750
32574,10.062,9.395,6.88,5560
32575,8.088,7.986,5.92,9790
32576,10.977,10.105,19.37,4310
32577,9.529,8.784,19.61,4600
32578,2.923,2.221,2.27,5750
32579,7.447,7.268,4.67,9000
32580,9.810,9.387,6.13,7000
32581,8.720,8.461,7.03,8610
32582,9.187,8.711,8.22,6800
32583,8.659,8.253,7.63,6370
32584,8.531,8.190,8.43,7460
32585,9.258,8.390,9.68,4310
32586,5.596,5.574,13.25,9790
32587,9.250,8.494,12.22,5310
32588,10.652,9.994,7.42,5700
32589,8.895,8.319,32.50,6250
32590,6.925,6.857,9.13,9500
32591,8.234,7.011,3.74,4390
32592,11.079,10.897,147.10,9000
32593,8.380,8.074,6.51,7350
32594,8.572,8.517,5.80,10500
32595,8.755,7.716,5.26,4660
32596,6.656,6.626,8.63,9790
32597,10.119,9.232,27.48,4830
32598,8.935,8.559,6.80,7300
32599,7.852,7.131,20.65,5560
32600,7.545,5.942,3.75,3690
32601,8.991,8.562,4.92,6900
32602,8.065,7.209,11.09,4550
32603,6.664,6.155,38.00,6250
32604,10.446,9.777,7.53,5750
32605,8.281,7.999,6.19,8180
32606,8.718,8.467,5.71,7500
32607,7.388,7.007,17.43,7000
32608,7.188,6.287,6.92,5050
32609,8.654,8.060,8.47,5750
32610,9.006,7.895,4.84,4660
32611,8.848,7.668,4.05,4500
32612,8.548,8.069,11.10,5750
32613,8.982,8.413,11.27,5900
32614,6.277,5.295,13.15,4800
32615,9.892,8.781,6.65,4500
32616,9.468,9.125,5.80,7300
32617,7.744,7.566,8.14,9380
32618,7.268,7.249,8.18,9980
32619,12.479,11.529,14.09,4250
32620,7.743,6.697,6.67,4310
32621,9.225,8.609,7.03,5370
32622,8.559,7.460,4.78,4660
32623,7.190,6.745,24.23,6650
32624,5.696,5.862,3.64,20900
32625,8.645,8.576,3.49,9790
32626,6.905,6.811,2.36,10500
32627,9.154,7.934,5.36,4390
32628,8.072,7.598,17.44,6370
32629,9.392,8.265,5.34,4500
32630,8.616,8.003,10.77,5940
32631,7.783,7.548,8.27,7500
32632,6.769,6.775,4.13,10500
32633,11.170,10.390,10.14,4550
32634,9.027,7.864,4.03,4390
32635,9.213,8.694,5.07,5370
32636,8.550,7.443,6.80,4500
32637,9.732,9.182,8.68,6250
32638,8.250,7.716,10.97,6200
32639,7.532,7.269,8.27,8610
32640,7.782,7.605,6.36,9000
32641,8.440,8.085,9.90,7300
32642,8.125,6.975,4.42,4660
32643,8.039,8.038,3.30,10500
32644,10.100,9.508,10.07,5790
32645,8.043,7.870,6.98,9380
32646,9.085,8.628,8.26,6800
32647,8.927,7.974,4.48,4310
32648,9.217,8.494,10.68,5560
32649,6.473,6.491,2.18,9980
32650,7.151,7.232,3.89,10500
32651,7.689,7.729,5.19,11100
32652,6.111,6.140,3.94,10500
32653,6.788,6.760,4.55,10500
32654,8.970,8.354,7.21,5370
32655,8.696,7.717,5.05,4800
32656,8.244,7.811,4.15,7030
32657,8.595,7.488,6.30,4660
32658,8.324,7.135,5.30,4500
32659,8.586,8.418,6.48,9380
32660,8.171,7.893,6.90,8610
32661,9.951,9.324,14.53,5700
32662,8.178,7.614,13.07,6370
32663,10.130,9.420,13.81,5560
32664,7.530,7.427,6.71,9380
32665,8.145,7.762,6.05,7460
32666,7.828,6.822,6.57,4660
32667,7.715,7.414,6.96,7600
32668,11.236,10.673,111.50,5370
32669,8.932,8.479,10.01,6650
32670,8.618,7.606,6.76,4660
32671,8.218,7.821,5.26,7030
32672,9.425,8.935,8.59,6650
32673,9.729,9.265,8.68,6800
32674,8.092,8.112,2.80,9980
32675,8.100,7.902,4.76,9380
32676,6.747,6.750,5.69,9980
32677,7.355,6.876,9.82,5900
32678,7.462,7.539,3.25,11400
32679,7.552,7.559,2.74,9980
32680,8.644,8.263,6.98,7000
32681,9.064,8.586,7.11,6650
32682,6.602,5.677,5.84,4950
32683,9.329,8.817,7.09,5750
32684,9.423,8.381,3.25,4310
32685,7.303,6.096,4.94,4500
32686,8.770,8.324,9.85,6900
32687,7.894,6.321,3.56,4050
32688,8.684,7.730,2.95,4550
32689,7.559,7.594,5.40,11400
32690,9.387,8.779,9.80,6250
32691,8.456,8.246,5.76,8600
32692,8.770,8.300,6.76,5750
32693,7.478,6.440,4.57,4660
32694,8.005,7.866,5.01,9380
32695,7.961,7.467,11.32,6500
32696,6.547,6.644,3.17,14000
32697,7.020,6.717,16.51,7350
32698,9.529,8.883,10.27,5370
32699,8.836,8.324,18.25,6200
32700,9.887,9.302,7.36,6250
32701,8.234,7.842,10.64,6900
32702,9.262,8.329,3.80,4550
32703,12.178,11.131,16.20,4250
32704,8.050,7.541,7.80,6650
32705,7.225,6.219,3.91,4550
32706,6.396,6.369,5.69,10500
32707,9.425,8.866,5.88,6250
32708,9.489,8.906,6.88,6250
32709,7.902,7.328,10.42,5940
32710,8.282,7.149,4.07,4500
32711,8.664,8.378,7.21,7600
32712,8.309,7.787,6.03,6200
32713,8.347,8.159,5.78,9380
32714,7.024,7.077,4.11,9980
32715,9.505,8.623,20.00,5150
32716,9.085,8.878,4.82,9380
32717,8.852,8.501,5.75,7300
32718,8.135,8.097,4.98,9980
32719,9.027,8.206,13.76,5310
32720,9.116,8.550,34.50,5370
32721,7.375,7.368,4.57,9980
32722,6.065,5.723,26.60,7300
32723,9.713,8.512,4.80,4500
32724,8.616,7.876,13.22,5560
32725,8.892,8.871,3.57,9980
32726,9.887,9.281,8.81,5940
32727,8.265,7.841,6.75,6900
32728,7.940,7.553,4.40,7300
32729,9.873,9.203,7.15,5900
32730,8.972,8.470,7.98,5750
32731,8.170,7.592,25.60,5370
32732,7.789,7.111,12.93,5700
32733,8.434,7.926,15.38,6500
32734,10.178,9.449,13.06,5560
32735,8.003,7.468,21.39,5750
32736,7.218,6.691,20.84,5750
32737,8.092,7.546,4.98,6500
32738,5.711,5.627,12.11,8600
32739,9.128,8.699,4.55,7000
32740,10.241,9.696,6.11,6250
32741,9.263,8.732,8.06,6650
32742,7.347,6.618,51.66,5300
32743,7.724,7.480,5.59,8180
32744,6.705,6.553,11.68,9380
32745,9.576,8.805,19.32,5300
32746,9.206,8.682,10.67,6500
32747,9.626,8.977,12.11,5700
32748,8.684,8.161,8.56,6500
32749,9.383,9.015,7.36,7350
32750,7.289,6.223,9.98,4700
32751,7.732,7.091,35.68,4930
32752,6.377,5.366,7.38,4700
32753,10.362,9.645,13.09,5500
32754,7.093,6.197,7.38,4800
32755,7.556,6.896,26.78,5700
32756,6.919,6.880,6.32,9980
32757,9.687,8.847,20.38,5150
32758,6.086,6.120,5.40,10500
32759,7.927,6.968,3.56,4800
32760,7.684,7.683,4.75,10500
32761,8.036,6.739,3.51,4390
32762,8.024,7.942,3.14,9000
32763,8.329,7.743,16.15,5940
32764,10.397,9.710,8.31,5700
32765,7.620,7.229,10.90,7000
32766,9.602,8.666,10.67,4550
32767,9.062,8.663,7.90,7460
32768,7.388,6.399,5.42,4800
32769,5.993,6.084,5.05,11100
32770,7.774,7.323,10.39,7000
32771,7.380,7.389,3.44,10500
32772,8.145,7.586,14.10,5370
32773,7.369,6.815,31.43,6200
32774,9.119,8.392,15.64,5500
32775,8.241,8.258,3.55,9980
32776,7.400,6.722,6.50,5790
32777,9.430,8.951,6.92,6800
32778,7.627,6.551,6.61,4660
32779,6.366,6.188,11.71,8600
32780,9.720,8.633,6.23,4500
32781,7.758,7.375,12.82,7030
32782,6.960,6.933,3.93,10500
32783,8.970,8.711,4.80,8610
32784,7.597,7.071,27.45,6200
32785,10.371,9.685,9.02,5700
32786,7.723,7.672,4.26,9980
32787,4.440,4.004,4.25,6000
32788,9.383,8.911,7.55,6900
32789,8.567,8.454,4.84,9000
32790,6.895,5.962,15.77,4660
32791,8.670,8.003,8.89,5790
32792,8.480,7.381,4.73,4660
32793,9.013,8.508,6.05,6500
32794,7.677,6.136,6.03,4050
32795,10.038,9.373,12.02,5700
32796,7.887,7.515,6.44,6900
32797,8.340,7.843,12.78,5750
32798,9.467,9.059,5.67,7000
32799,6.078,4.901,16.92,4390
32800,10.430,9.633,13.89,4550
32801,9.836,9.451,9.81,6370
32802,8.975,8.552,9.80,6900
32803,7.080,7.083,4.09,9790
32804,9.380,8.848,7.96,5750
32805,7.962,7.860,4.80,9500
32806,5.992,5.897,14.14,9500
32807,8.871,7.921,2.95,4550
32808,9.336,9.095,5.11,8610
32809,7.946,7.745,6.86,9000
32810,7.610,6.222,4.80,4150
32811,8.196,7.626,18.51,6250
32812,4.850,4.940,3.79,19000
32813,7.684,7.625,7.01,9980
32814,8.284,7.761,15.64,5750
32815,9.621,8.836,19.94,5250
32816,9.324,8.451,4.03,4550
32817,10.397,9.607,14.61,5500
32818,7.257,7.092,8.02,8600
32819,7.973,7.446,19.07,6370
32820,9.055,7.960,5.00,4660
32821,9.593,9.168,5.92,6650
32822,7.934,7.984,3.71,9790
32823,9.541,8.949,12.35,5940
32824,7.568,7.451,3.10,9380
32825,7.599,7.116,6.82,5900
32826,8.565,7.620,8.27,4550
32827,8.345,8.059,9.27,7350
32828,8.260,7.754,11.02,6200
32829,8.319,7.032,6.38,4390
32830,8.477,8.178,7.40,8250
32831,8.208,7.798,6.84,6370
32832,7.264,7.164,6.05,9500
32833,10.135,9.520,7.21,5900
32834,9.795,9.336,8.60,6650
32835,6.689,6.633,7.11,9380
32836,8.868,8.357,11.48,6500
32837,9.800,8.793,3.94,4310
32838,8.314,7.353,3.78,4660
32839,9.215,8.729,8.64,7000
32840,10.145,9.555,9.90,5790
32841,8.159,7.798,9.15,6500
32842,9.196,8.664,10.50,6500
32843,10.010,9.034,7.40,4800
32844,8.446,7.431,4.38,4660
32845,8.857,8.402,12.00,6370
32846,8.560,7.951,14.18,5750
32847,9.876,9.305,9.15,5900
32848,7.926,7.546,7.05,6500
32849,7.025,5.453,8.25,3540
32850,7.227,6.205,9.39,4660
32851,8.998,7.928,5.07,4660
32852,8.803,8.230,16.95,6200
32853,8.855,8.541,7.30,7460
32854,7.637,7.574,5.48,9500
32855,8.072,7.164,3.22,4550
32856,5.295,5.182,7.78,9380
32857,7.126,6.860,4.17,9000
32858,10.354,9.211,38.20,3990
32859,6.909,6.472,22.27,7030
32860,7.877,7.926,3.30,9980
32861,10.149,9.281,24.68,4800
32862,9.036,8.680,6.38,7000
32863,7.598,7.201,6.94,7000
32864,10.392,9.810,7.28,5940
32865,7.643,6.152,4.03,4050
32866,7.204,7.230,4.61,10500
32867,9.239,8.765,10.56,6650
32868,7.899,7.761,7.32,9980
32869,8.784,8.390,7.42,7000
32870,7.958,7.469,11.84,6500
32871,9.036,8.409,8.28,5370
32872,11.279,10.746,189.69,5750
32873,7.500,7.164,13.50,7030
32874,9.380,8.449,5.21,4800
32875,8.104,7.728,7.96,7300
32876,7.418,7.368,6.32,9500
32877,8.482,8.064,5.82,7300
32878,9.199,8.546,12.02,5560
32879,7.347,7.432,3.58,10500
32880,11.194,10.354,13.80,5310
32881,9.272,8.826,6.13,6650
