_RAJ2000;_DEJ2000;Vmag;B-V
250.3113111;+36.4276269;17.258;-0.056
250.2914672;+36.5129011;17.275; 0.635
250.2917858;+36.5137961;17.278; 0.649
250.3376833;+36.3968547;17.280;-0.162
250.2784300;+36.4509917;17.309; 0.639
250.2918019;+36.5292558;17.322; 0.648
250.3596833;+36.4002514;17.377;-0.179
250.3023706;+36.4584644;17.382; 0.633
250.2985292;+36.4846961;17.389; 0.627
250.3411114;+36.4695081;17.391;-0.171
250.2801394;+36.4778633;17.436; 0.619
250.3113481;+36.4916747;17.474; 0.628
250.2308389;+36.5314964;17.485; 0.620
250.2197817;+36.4817117;17.489; 1.560
250.2805456;+36.5263197;17.492; 1.301
250.3009667;+36.4114286;17.496; 0.638
250.2820453;+36.5102611;17.497; 0.649
250.2432089;+36.4409956;17.510; 0.647
250.3050553;+36.5129461;17.524; 0.624
250.3088408;+36.4276311;17.533; 0.633
250.3013478;+36.4799092;17.548; 0.635
250.2722156;+36.4002475;17.600; 0.712
250.2672347;+36.4581433;17.618; 0.632
250.3053258;+36.4641481;17.619; 0.635
250.2166314;+36.5274914;17.624; 0.653
250.3063433;+36.5151603;17.662; 0.613
250.3546883;+36.4166347;17.677;-0.181
250.3674658;+36.4417061;17.718;-0.163
250.2244147;+36.4704769;17.720; 0.593
250.3025661;+36.4421353;17.745; 0.620
250.1958183;+36.4470544;17.781; 0.585
250.3074517;+36.4055494;17.781; 0.884
250.2651336;+36.4826039;17.802; 0.810
250.2243264;+36.5238094;17.819; 0.566
250.2229875;+36.4719200;17.824; 0.576
250.2934422;+36.5050831;17.826; 0.570
250.2991175;+36.4851003;17.834; 0.581
250.2611700;+36.5032886;17.837; 0.558
250.2873608;+36.4595914;17.842; 0.579
250.2025550;+36.4980264;17.848; 0.561
250.2429078;+36.5369961;17.849; 0.564
250.2477289;+36.4580364;17.856; 0.571
250.2287703;+36.5016175;17.859; 0.560
250.2822067;+36.4198297;17.874; 0.531
250.3082525;+36.4909433;17.874; 0.554
250.2833994;+36.4052742;17.875; 0.531
250.3092136;+36.4341467;17.886; 0.554
250.3040217;+36.5059878;17.887; 0.554
250.2646986;+36.4108303;17.888; 0.532
250.2022156;+36.4137750;17.891; 0.564
250.3633631;+36.4513825;17.895;-0.216
250.3023886;+36.4042850;17.895; 1.167
250.3019183;+36.4113811;17.909; 0.519
250.3105022;+36.4637253;17.911; 0.532
250.2526481;+36.4318375;17.914; 0.538
250.2573558;+36.5161767;17.919; 0.524
250.3015225;+36.4830539;17.921; 0.542
250.3059747;+36.4651044;17.923; 0.503
250.2956297;+36.4848603;17.925; 0.508
250.3114258;+36.4760567;17.928; 0.549
250.2441653;+36.5082764;17.929; 0.507
250.3012553;+36.4555178;17.931; 0.508
250.3011475;+36.4042567;17.960; 0.500
250.2744964;+36.5001544;17.962; 0.508
250.2707903;+36.4742867;17.972; 0.518
250.2991889;+36.5173197;17.978; 0.510
250.3119167;+36.5038358;17.985; 0.277
250.2848297;+36.4954347;17.989; 0.503
250.3098192;+36.5225083;17.992; 0.500
250.3702108;+36.4408389;17.997;-0.222
250.2933433;+36.5164678;17.999; 0.489
250.2426747;+36.4209136;18.008; 0.485
250.2919550;+36.5203597;18.012; 0.501
250.2097947;+36.4781006;18.035; 0.472
250.2419806;+36.4384317;18.035; 0.489
250.2617378;+36.4515564;18.043; 0.493
250.2573639;+36.4725656;18.043; 0.483
250.2959031;+36.4868994;18.046; 0.476
250.2958422;+36.4393986;18.065; 0.493
250.2179717;+36.5454456;18.067; 0.453
250.2591256;+36.4523881;18.070; 0.827
250.2855364;+36.5188381;18.082; 0.471
250.2090450;+36.4228972;18.094; 0.464
250.2789694;+36.4739931;18.105; 0.482
250.2433469;+36.5178194;18.108; 0.477
250.2869072;+36.4558067;18.108; 0.470
250.2808856;+36.5259239;18.120; 0.466
250.2993936;+36.5356219;18.121; 0.468
250.3100600;+36.4677967;18.134; 0.466
250.3099808;+36.5133519;18.134; 0.450
250.2237806;+36.4512600;18.146; 0.475
250.2931789;+36.4592439;18.150; 0.464
250.2433731;+36.4242044;18.151; 0.619
250.3074308;+36.4711319;18.156; 0.456
250.3052039;+36.4739983;18.157; 0.477
250.3082644;+36.5149636;18.162; 0.442
250.2501608;+36.4697553;18.166; 0.499
250.2994403;+36.4731353;18.167; 0.464
250.2821769;+36.4414364;18.175; 0.445
250.2992286;+36.5096939;18.180; 0.472
250.2725758;+36.5115158;18.185; 0.442
250.2194828;+36.4592858;18.189; 0.437
250.3282367;+36.5026625;18.193;-0.232
250.3046372;+36.4269733;18.199; 0.441
250.3495767;+36.4735217;18.205;-0.227
250.2576386;+36.4622822;18.206; 0.462
250.3099842;+36.4385417;18.211; 0.465
250.2571439;+36.5011361;18.212; 0.449
250.3653394;+36.4867358;18.213; 0.015
250.2509281;+36.4286689;18.224; 0.468
250.2777350;+36.4205414;18.227; 0.445
250.3050989;+36.4557811;18.230; 0.457
250.2953819;+36.4162147;18.231; 0.448
250.3580231;+36.4195753;18.248;-0.267
250.2977556;+36.3978200;18.254; 0.448
250.3519147;+36.4837161;18.262;-0.237
250.3041142;+36.4226567;18.262; 0.444
250.3082131;+36.4181031;18.264; 0.458
250.2822003;+36.4630861;18.264; 0.463
250.2588972;+36.4425767;18.269; 0.455
250.3010719;+36.5330244;18.273; 0.463
250.3034981;+36.4612083;18.276; 0.451
250.2884706;+36.4157606;18.281; 0.440
250.2857344;+36.5235164;18.281; 0.440
250.3053011;+36.4007214;18.281; 0.438
250.2901339;+36.4568542;18.281; 0.445
250.2281469;+36.4307889;18.287; 0.451
250.2973856;+36.4215528;18.290; 0.432
250.2968186;+36.5230142;18.293; 0.438
250.2995511;+36.5273822;18.293; 0.438
250.2527217;+36.5191092;18.304; 0.440
250.2581219;+36.4127892;18.309; 0.446
250.2782519;+36.4293628;18.310; 0.437
250.3050656;+36.4027775;18.311; 0.436
250.3005275;+36.4078625;18.314; 1.384
250.3029622;+36.4572819;18.316; 0.437
250.2829969;+36.5276225;18.318; 0.438
250.3001567;+36.5006094;18.320; 0.456
250.2571919;+36.5022897;18.324; 0.436
250.2822003;+36.4378533;18.330; 0.439
250.3109778;+36.4800006;18.349; 0.451
250.2351569;+36.5369258;18.352; 0.432
250.2212706;+36.5123908;18.354; 0.420
250.2594697;+36.5273906;18.357; 0.449
250.2759839;+36.4537789;18.360; 0.446
250.2900606;+36.5131536;18.367; 0.447
250.2744961;+36.5141794;18.369; 0.457
250.2434236;+36.4033883;18.373; 0.448
250.3105383;+36.4523256;18.384; 0.439
250.2942131;+36.5313783;18.398; 0.424
250.2673811;+36.5385539;18.403; 0.425
250.2934061;+36.4564894;18.404; 0.457
250.3028881;+36.5013956;18.407; 0.427
250.3034142;+36.5406636;18.408; 0.434
250.2827044;+36.4461542;18.419; 0.432
250.3645028;+36.5116472;18.421;-0.244
250.3597192;+36.4852361;18.429;-0.172
250.2839442;+36.4134881;18.430; 0.438
250.2909597;+36.5077547;18.431; 0.432
250.3680617;+36.4852325;18.436;-0.302
250.2069992;+36.4147228;18.438; 0.450
250.2887344;+36.5064803;18.439; 0.430
250.2596156;+36.4667872;18.440; 0.440
250.2818417;+36.5033367;18.446; 0.455
250.3084100;+36.4379400;18.450; 0.455
250.3075369;+36.4794044;18.453; 0.451
250.2194911;+36.5115914;18.457; 1.543
250.3037475;+36.4429319;18.461; 0.448
250.2804869;+36.4642878;18.464; 0.438
250.3001792;+36.4836681;18.466; 0.444
250.2732908;+36.4567058;18.473; 0.457
250.1973883;+36.4861692;18.476; 0.764
250.2664764;+36.4584156;18.479; 0.432
250.3022742;+36.4523525;18.485; 0.444
250.2950689;+36.5054431;18.485; 0.415
250.2411897;+36.5047094;18.488; 0.428
250.2952767;+36.4548803;18.488; 0.432
250.2798444;+36.4657097;18.493; 0.445
250.2584264;+36.4058189;18.494; 0.434
250.2237397;+36.4334842;18.498; 0.444
250.2901294;+36.4430681;18.499; 0.441
250.2692406;+36.5071272;18.506; 0.462
250.2909772;+36.5274536;18.509; 0.441
250.2757736;+36.5157836;18.512; 0.440
250.2292950;+36.5167583;18.523; 0.434
250.2954931;+36.4785103;18.531; 0.415
250.2863756;+36.4651981;18.533; 0.445
250.2538672;+36.4821933;18.539; 0.448
250.2760139;+36.4590289;18.546; 0.450
250.2937331;+36.4521817;18.551; 0.440
250.2998475;+36.5336542;18.552; 0.451
250.3065278;+36.4903722;18.553; 0.450
250.2473164;+36.4934433;18.553; 0.448
250.3689753;+36.4722625;18.554;-0.241
250.3012897;+36.4821225;18.555; 0.449
250.2956472;+36.5428314;18.565; 0.420
250.2803258;+36.4685172;18.566; 0.418
250.3031106;+36.4701478;18.573; 0.439
250.3033275;+36.4406892;18.575; 0.425
250.3067297;+36.5245614;18.576; 0.422
250.2637189;+36.4236381;18.587; 0.430
250.3117500;+36.4769531;18.589; 0.446
250.3082811;+36.4334894;18.590; 0.447
250.2233219;+36.5065650;18.592; 0.420
250.2038150;+36.4563728;18.593; 0.453
250.2738803;+36.4505047;18.601;-0.228
250.2639664;+36.5011758;18.603; 0.431
250.2245717;+36.4162756;18.603; 0.444
250.3062994;+36.4061394;18.606; 0.421
250.3095978;+36.4517425;18.606; 0.451
250.2379111;+36.5300008;18.607; 0.421
250.1979869;+36.4216653;18.614; 0.636
250.2499408;+36.4826297;18.615; 0.448
250.2175114;+36.4232914;18.615; 0.444
250.3094286;+36.4536814;18.619; 0.439
250.2962567;+36.4470144;18.621; 0.439
250.2164775;+36.4016767;18.625; 0.441
250.3007894;+36.4413431;18.628; 0.464
250.2983039;+36.4893908;18.628; 0.427
250.3087969;+36.5459697;18.629; 0.434
250.3071047;+36.4093517;18.635; 0.415
250.3079139;+36.4256311;18.636; 0.436
250.2362414;+36.4773747;18.636; 0.424
250.3021364;+36.4380972;18.639; 0.448
250.2947061;+36.5047228;18.642; 0.485
250.2541264;+36.4694364;18.648; 0.431
250.2899278;+36.3961303;18.649; 0.446
250.3076594;+36.4248906;18.660; 0.441
250.3029000;+36.4668536;18.664; 0.437
250.2641000;+36.5306717;18.665; 0.441
250.2661256;+36.5387333;18.665; 0.428
250.2474100;+36.4488019;18.674; 0.441
250.2889194;+36.4854303;18.675; 0.436
250.3099447;+36.4153950;18.677; 0.433
250.1969831;+36.4824783;18.677; 0.462
250.3669028;+36.4807575;18.683;-0.129
250.2449586;+36.4309744;18.683; 0.848
250.2592072;+36.5316206;18.685; 0.470
250.2311769;+36.4108283;18.685; 0.442
250.3481922;+36.4541508;18.691;-0.236
250.2421769;+36.4145917;18.691; 0.460
250.2980400;+36.4018358;18.693; 0.418
250.2202164;+36.4803803;18.694; 0.434
250.2959861;+36.4065019;18.699; 0.433
250.3032986;+36.4402828;18.699; 0.422
250.3609358;+36.4435933;18.767;-0.324
250.3700303;+36.4641553;18.774;-0.267
250.3576792;+36.4946347;19.084;-0.285
250.3483792;+36.4136925;20.255; 0.138
250.3387886;+36.4882650;20.769; 0.240
